-86.1333 0.6 -126
-86.1 0.575 -125
14.727 72.0049 -106
28.6333 43.2 -73
41.367 -22.967 -68
-111.3173 44.6167 -59
-48.067 -34 -57
28.7167 43.1333 -40
-111.9838 43.5052 -37
-111.4423 44.1868 -36
-112.1802 43.8697 -31
-112.1198 43.8218 -31
38.675 -69.2233 -31
-111.9015 43.8208 -28
28.4333 42.9833 -27
-113.0883 28.775 -25
-112.0273 43.8233 -21
28.4 43.25 -19
-113.2 43.83 -17
-86.1333 0.6 -17
-86.0933 0.5733 -16
-112.7452 43.9228 -15
-29.2 -29.0333 -14
-112.7678 43.9045 -13
-112.1813 43.4425 -13
-114.0067 42.5207 -13
-114.52 -11.9617 -13
-112.1108 43.748 -11
85.967 6.683 -11
-111.7708 43.914 -10
-112.5645 43.1848 -10
-113.9057 42.534 -10
28.1 42.3333 -10
145.5617 15.6533 -10
-112.6678 43.1018 -9
122.383 18.95 -8
-110.7533 26.3433 -8
-111.856 43.8692 -6
-112.055 43.6063 -5
3.5017 40.527 -4
-111.9175 43.7628 -3
20.1167 40.1333 -3
-111.786 43.7783 -2
-112.0775 43.6155 -2
-34.59 -14.2533 -2
3.4952 40.5721 -2
-113.1608 42.9628 -1
-112.8598 42.8557 -1
3.4971 40.5701 -1
-112.2783 43.9405 0
-112.667 43.817 0
-112.955 43.7978 0
-112.8935 43.7917 0
-112.4725 43.7823 0
-112.1933 43.7967 0
-112.9187 43.69 0
-112.6467 43.5862 0
-112.3212 43.5383 0
-114.4082 43.0348 0
-114.3623 43.0192 0
-112.961 42.7875 0
-86.2 0.8183 0
-28.1117 45.5483 0
-44.8296 28.1362 0
-111.3923 27.0344 0
-22.56 63.83 0
-22.59 63.95 0
-21.86 64.02 0
96.0333 -32.9667 0
69.6667 -5.6667 0
68.138 -32.086 0
36.7333 -1.2667 0
100.55 51.0167 0
176.0917 -38.6133 0
175.91 -38.2567 0
175.4683 -38.5067 0
176.4267 -38.0817 0
-87.19 2.6717 0
-133 3.6 0
-122.116 48.9391 0
-122.1072 48.9427 0
-112.1198 43.8218 1
-113.0033 43.6822 1
-112.7575 43.6753 1
-111.9423 43.698 1
-112.8963 43.5212 1
-113.1125 43.3942 1
-113.694 43.3025 1
-114.9097 42.907 1
1  
-114.5075 42.6367 1
176.1833 -12.25 1
-49.31 -40.4867 1
143.3017 21.0867 1
36.6667 -1.3667 1
25.5679 35.9115 1
119.8 -2.8333 1
-112.3017 43.6833 1
-114.9083 42.9067 1
-111.942 43.9183 2
-112.5383 43.8137 2
-112.7267 43.7578 2
-112.1108 43.748 2
-112.9658 43.6745 2
-113.4705 42.6838 2
-127 1.8167 2
-28.2333 61.995 2
171.15 -23.4 2
170.0667 -11.05 2
-86.0167 2.1433 2
-73.333 -55.55 2
7.1033 -23.4217 2
157.243 -7.7017 2
157.217 -7.635 2
20.1667 39.8167 2
57.4915 -18.4113 2
120.027 -45.279 2
32.7833 -32.3667 2
144.5317 18.0133 2
144.7867 17.4883 2
36.2 63.2983 2
119.7833 -2.8167 2
-112.6678 43.8187 3
-13.3333 -9.1833 3
-83.0821 38.1342 3
-83.0813 38.1325 3
-83.0761 38.1333 3
-83.08 38.14 3
-28.7417 61.7217 3
176.2167 -12.2333 3
176.1833 -12.25 3
151.5833 -6.2667 3
-86.0233 1.975 3
-86.0233 1.9767 3
67.15 0.0417 3
-58.236 14.3857 3
-32.8 61.033 3
20.2 40.15 3
-86.21 9.346 3
-86.213 9.349 3
-86.227 9.362 3
26.25 67.6333 3
75.8667 -26.1167 3
73.1333 -19 3
144.4067 53.3667 3
-129.5788 46.5273 3
34.7167 -0.4833 3
-96.1 6.9667 3
119.9804 22.2398 3
-122.4667 -14.0167 3
119.9167 -2.8167 3
-130.4333 40.6 4
-112.1655 43.6295 4
-113.2008 43.5228 4
-114.2682 42.808 4
2.7833 -31.6167 4
-15.5333 -24.05 4
-133.0833 39.5333 4
-125.35 33.7833 4
-85.1833 7.85 4
-86.1167 9.6167 4
-91.35 10.5833 4
-89.3833 9.8667 4
173.7333 -12.65 4
159.2667 -28.4 4
149.65 50 4
64.9233 0.2433 4
-86.1517 0.745 4
-114.944 -19.4853 4
-12.7133 42.1467 4
-29.7167 45.5033 4
-44.8308 28.1369 4
-44.8308 28.1368 4
-86.22 9.355 4
123.536 -45.443 4
125.426 -44.944 4
70.7167 -19.4167 4
66.3167 -8.8667 4
126.509 -5.235 4
143.0333 21.4517 4
36.6333 -1.1167 4
-90.8 10.0667 4
36.1917 63.31 4
119.6667 -4.6333 4
-111.5983 35.0517 4
-82.8833 29.7 4
-112.3167 44.01 4
-111.5983 35.0517 4
-111.5983 35.0517 4
-9.7217 -12.055 4
134 42.55 4
-111.3173 44.6167 5
-114.7518 42.8832 5
-84.65 -2.3667 5
136.2667 28.3917 5
-83.0779 38.1342 5
179.05 -25.5867 5
-86.0617 0.18 5
-86.0167 2.175 5
-71.75 -21.25 5
-116.924 -18.9062 5
-116.914 -18.9062 5
20.0667 39.8833 5
-86.955 9.064 5
-86.179 9.315 5
32.95 34.65 5
66.5833 -8.0333 5
57.5242 -18.4342 5
120.038 -45.284 5
132.75 -45.017 5
142.29 22.3833 5
124.7167 19.3333 5
-119.65 -14 5
-90.73 10.1133 5
-90.753 10.0717 5
30.2333 43.75 5
36.1917 63.2933 5
-93.08 28.6132 5
36.1333 63.4167 5
119.65 -3.6333 5
119.7667 -5.0833 5
-111.4117 34.87 5
-112.3465 43.936 6
-112.0705 43.5372 6
-11.4667 0.8667 6
64.9367 0.3083 6
65.05 1.52 6
-172.415 56.395 6
19.4667 42.0333 6
20.05 39.9167 6
-46.0805 22.7565 6
-87.164 8.791 6
-86.955 9.055 6
-87.008 9.115 6
-87.004 9.117 6
-86.208 9.343 6
-86.24 9.375 6
32.9333 35.2333 6
33.4333 35.2833 6
70.3833 -4.3 6
68.5433 -26.27 6
70.2167 -14.9333 6
142.5333 21.8517 6
138.1417 24.8133 6
153.255 47.4933 6
143.7083 17.885 6
36.7833 -1.3 6
34.3167 -11.1 6
5.13 -53.18 6
-90.5 -13.7167 6
-125.8333 -42.2667 6
-131.5167 -1.3833 6
36.145 63.2317 6
119.8333 -2.8333 6
-114.8017 44.31 6
-111.4117 34.87 6
-111.4117 34.87 6
8.975 -12.2233 6
-112.7753 43.7262 7
-113.367 43.6678 7
-114.0358 43.1878 7
-113.6503 43.1098 7
-114.3723 42.9183 7
-33.135 36.955 7
-122.1 -3.533 7
-113 -7.15 7
148.2 42.65 7
-58.24 14.3862 7
20.1333 39.9333 7
-58.415 14.3867 7
-85.885 8.634 7
-85.888 8.637 7
-85.888 8.638 7
-85.89 8.639 7
-86.954 9.092 7
-86.178 9.314 7
33.5667 35.3 7
125.429 -44.95 7
35.2611 32.1014 7
142.1617 22.6133 7
140.045 29.9983 7
140.0017 27.13 7
166.67 -16 7
-86.179 9.662 7
-78.6333 -12.6333 7
-78.35 -12.9833 7
-79.9783 -10.4233 7
-86.179 9.6617 7
-148.8667 -16.7667 7
36.1983 63.2967 7
36.1833 63.4 7
119.8167 -2.8333 7
